,meastype,gas,unit,sector_number,category,classification,source,target,type,subcategory,region,tdetail,mmsys,IPCC2006,Reference 2006,IPCC1997,Reference 1997,option,measure,variableUID,,,
221510,DIGEST,no gas,%,3.A.4.7,Poultry,Enteric Fermentation,,,poultry,Broiler chickens- confinement,,,,85-93%,Table 10.2,,,,Digestibility of feed,09DAB797-0F0D-49A9-BE38-859CE7B574BE,,,
221510,DIGEST,no gas,%,3.A.4.7,Poultry,Enteric Fermentation,,,poultry,Layer hens- confinement,,,,70-80%,Table 10.2,,,,Digestibility of feed,,,,
221510,DIGEST,no gas,%,3.A.4.7,Poultry,Enteric Fermentation,,,poultry,Poultry- free range,,,,55-90%,Table 10.2,,,,Digestibility of feed,,,,
221510,DIGEST,no gas,%,3.A.4.7,Poultry,Enteric Fermentation,,,poultry,Turkeys- confinement,,,,85-93%,Table 10.2,,,,Digestibility of feed,,,,
221510,DIGEST,no gas,%,3.A.4.7,Poultry,Enteric Fermentation,,,poultry,Geese- confinement,,,,80-90%,Table 10.2,,,,Digestibility of feed,,,,
23178,DIGEST,no gas,%,3.A.4.8.1,Rabbit,Enteric Fermentation,,,,,,,,,,,,,Digestibility of feed,F6903D0F-6D64-46A8-AE2C-9922F96E3C30,,,
235910,DIGEST,no gas,%,3.A.4.8.3,Ostrich,Enteric Fermentation,,,,,,,,,,,,,Digestibility of feed,67489B0F-8113-424E-BD2E-C1AF0FE9B753,,,
239110,DIGEST,no gas,%,3.A.4.8.5,Other Other Other Livestock,Enteric Fermentation,,,,,,,,,,,,,Digestibility of feed,A6A724BC-01D1-4840-8E32-3EBE9A248B38,,,
100921,DM,no gas,,3.F.1.1,Wheat,Field Burning of Agricultural Residues,,,,,,,,0.89,Table 11.2,0.78-0.88,Table 4.17,,Dry matter (dm) fraction of residue,C67DE204-8D0B-4DE9-A380-117B318B726E,,,
102371,DM,no gas,,3.F.1.2,Barley,Field Burning of Agricultural Residues,,,,,,,,0.89,Table 11.2,0.78-0.88,Table 4.17,,Dry matter (dm) fraction of residue,F18D4ABC-4E83-4FA8-8F92-9F5BEBE7AD01,,,
103541,DM,no gas,,3.F.1.3,Maize,Field Burning of Agricultural Residues,,,,,,,,0.87,Table 11.2,0.30-0.50,Table 4.17,,Dry matter (dm) fraction of residue,62D6CC4D-8426-4033-9AD9-36937DAB7BC9,,,
240,FEEDING,no gas,,3.A.1,Bulls (older than 2 years),Enteric Fermentation,,,,,,,,Pasture/range,Table 10A.2,Pasture/range,Table A.2,Option C,Feeding situation,7C7494EF-04A1-4EAD-A242-FA6DAF4085E0,,,
613111,FEEDING,no gas,,3.A.1,Cattle,Enteric Fermentation,,,,,,,,Pasture/range,Table 10A.2,Pasture/range,Table A.2,,Feeding situation,EUGIRP20160202-20160204-1616.09-brY8Sk,,,
613110,FEEDING,no gas,,3.A.1,Dairy Cattle,Enteric Fermentation,,,,,,,,Stallfed,Table 10A.1,Stallfed,Table A.1,,Feeding situation,2654C80E-F66B-46A5-8ED6-654E251EEED8,,,
53814,FEEDING,no gas,,3.A.1,Dairy Cows,Enteric Fermentation,,,,,,,,Stallfed,Table 10A.1,Stallfed,Table A.1,Option C,Feeding situation,B5D98930-8321-43E4-AFD2-6004AAAC7574,,,
56616,FEEDING,no gas,,3.A.1,Growing Cattle,Enteric Fermentation,,,,,,,,Pasture/range,Table 10A.2,Pasture/range,Table A.2,Option B,Feeding situation,929A00BE-8520-40D7-8A63-6D26ED423CB6,,,
613100,FEEDING,no gas,,3.A.1,Mature Dairy Cattle,Enteric Fermentation,,,,,,,,Stallfed,Table 10A.1,Stallfed,Table A.1,Option B,Feeding situation,47D1F015-4A86-4985-9C89-E3EE71EFC7D8,,,
566101,FEEDING,no gas,,3.A.1,Non-Dairy Cattle,Enteric Fermentation,,,,,,,,Pasture/range,Table 10A.2,Pasture/range,Table A.2,,Feeding situation,6F05A6F6-FF33-4F4B-8560-85AB00D2CF75,,,
81410,FEEDING,no gas,,3.A.1,Non-dairy Heifers (older than 2 years),Enteric Fermentation,,,,,,,,Pasture/range,Table 10A.2,Pasture/range,Table A.2,Option C,Feeding situation,98C30461-1809-4077-9967-227646AB1D06,,,
82310,FEEDING,no gas,,3.A.1,Non-dairy Young Cattle (1-2 years),Enteric Fermentation,,,,,,,,Pasture/range,Table 10A.2,Pasture/range,Table A.2,Option C,Feeding situation,52D83481-6AD1-41B4-8757-7706D4D1B1D2,,,
83210,FEEDING,no gas,,3.A.1,Non-dairy Young Cattle (younger than 1 year),Enteric Fermentation,,,,,,,,Pasture/range,Table 10A.2,Pasture/range,Table A.2,Option C,Feeding situation,1E371027-2C96-4987-9077-656095808749,,,
850,FEEDING,no gas,,3.A.1,Other Cattle.Dairy cattle,Enteric Fermentation,,,,,,,,Stallfed,Table 10A.1,Stallfed,Table A.1,Option C,Feeding situation,5D2D9636-CA98-4AC8-9301-AD34B99BFD37,,,
86111,FEEDING,no gas,,3.A.1,Other Cattle.Non-dairy cattle,Enteric Fermentation,,,,,,,,Pasture/range,Table 10A.2,Pasture/range,Table A.2,Option C,Feeding situation,F66150AC-A42F-4F63-945F-4032A9FA77BB,,,
87210,FEEDING,no gas,,3.A.1,Other cows,Enteric Fermentation,,,,,,,,Pasture/range,Table 10A.2,Pasture/range,Table A.2,Option C,Feeding situation,333612E2-10A8-474A-A454-C9C22471E7B4,,,
89210,FEEDING,no gas,,3.A.1,Other Mature Cattle,Enteric Fermentation,,,,,,,,Pasture/range,Table 10A.2,Pasture/range,Table A.2,Option B,Feeding situation,E91E750F-9ED8-4D7B-B293-D4E5E04864E4,,,
105511,FEEDING,no gas,,3.A.2,Growing Lambs,Enteric Fermentation,,,,,,,,,,,,,Feeding situation,4AA5C89A-8B90-4E1E-92E6-7C9B1F88AE4C,,,
10951,FEEDING,no gas,,3.A.2,Mature Ewes,Enteric Fermentation,,,,,,,,,,,,,Feeding situation,164DF515-D50F-40C3-8F3C-9F2D605AC61C,,,
11247,FEEDING,no gas,,3.A.2,Other mature Sheep,Enteric Fermentation,,,,,,,,,,,,,Feeding situation,0CFB111A-75AC-42A3-870F-F237D623F2AE,,,
12379,FEEDING,no gas,,3.A.2,Sheep,Enteric Fermentation,,,,,,,,,,,,,Feeding situation,AFA60E7F-167A-4359-97E4-11A0980F4E7E,,,
160410,FEEDING,no gas,,3.A.3,Swine,Enteric Fermentation,,,,,,,,confinement,,,,,Feeding situation,D7C995CD-E0E8-4B69-B65B-2EDF8E676963,,,
18903,FEEDING,no gas,,3.A.4.1,Buffalo,Enteric Fermentation,,,,,,,,Stallfed,Table 10A.3,Stallfed,Table A.3,,Feeding situation,63CFC179-3F1C-4594-9EF2-6D14B12BDB65,,,
19192,FEEDING,no gas,,3.A.4.3,Deer,Enteric Fermentation,,,,,,,,,,,,,Feeding situation,6EE04572-3828-4BC9-AE5A-EE1831DD737D,,,
196810,FEEDING,no gas,,3.A.4.4,Goats,Enteric Fermentation,,,,,,,,,,,,,Feeding situation,4BB468D8-EC58-4C4F-88F0-6CF217B4136B,,,
20881,FEEDING,no gas,,3.A.4.5,Horses,Enteric Fermentation,,,,,,,,,,,,,Feeding situation,804FFF2B-6F96-4ED5-9401-AE1047330448,,,
21812,FEEDING,no gas,,3.A.4.6,Mules and Asses,Enteric Fermentation,,,,,,,,,,,,,Feeding situation,A87A85F9-F32C-4E07-A381-761CEB3F93EF,,,
222210,FEEDING,no gas,,3.A.4.7,Poultry,Enteric Fermentation,,,,,,,,confinement,,,,,Feeding situation,E9E1BDC0-1857-4D8C-99CC-32B2BE8AA476,,,
23616,FEEDING,no gas,,3.A.4.8.3,Ostrich,Enteric Fermentation,,,,,,,,,,,,,Feeding situation,2B992941-B058-4693-B555-4DCBF254F190,,,
23946,FEEDING,no gas,,3.A.4.8.5,Other Other Other Livestock,Enteric Fermentation,,,,,,,,,,,,,Feeding situation,D56D1CE1-054A-43CD-88CC-6CDB4408C183,,,
101271,FracBURN,no gas,,3.F.1.1,Wheat,Field Burning of Agricultural Residues,,,,,,,,,,,,,Fraction burned in fields,C0DA4A12-251A-4800-B2BF-F2A42CF0220B,,,
102691,FracBURN,no gas,,3.F.1.2,Barley,Field Burning of Agricultural Residues,,,,,,,,,,,,,Fraction burned in fields,1FD6F6B2-DB1C-4A13-959C-EF416F52EF2B,,,
103761,FracBURN,no gas,,3.F.1.3,Maize,Field Burning of Agricultural Residues,,,,,,,,,,,,,Fraction burned in fields,67C43334-0FAC-495F-9859-53A5F1C305D5,,,
99011,FracGASF,no gas,,3.D.AI.1,Fraction of synthetic fertilizer,Agricultural Soils,,,,,,,,0.1,Table 11.3,0.1,Table 4.19,,Fraction of synthetic fertilizer N applied to soils that volatilises as NH3 and Nox,9A5E5649-6DF7-4354-A814-2771BABAB0C5,,,
99231,FracGASM,no gas,,3.D.AI.2,Fraction of Livestock N excretion,Agricultural Soils,,,,,,,,0.2,Table 11.3,0.2,Table 4.19,,Fraction of livestock N excretion that volatilises as NH3 and Nox,16D8B3CE-33D5-4535-920E-49CCD9D21047,,,
99361,FracLEACH,no gas,,3.D.AI.3,Fraction of N input to managed soils,Agricultural Soils,,,,,,,,0.3,Table 11.3,0.3,Table 4.24,,Fraction of N input to managed soils that is lost through leaching and run-off,375BA3C5-23A5-4D6C-BA1F-74A914883FD5,,,
10144,FracOXIDIZED,no gas,,3.F.1.1,Wheat,Field Burning of Agricultural Residues,,,,,,,,,,,,,Fraction oxidized,852FE9C7-8F07-495C-92AE-D544B668FBDD,,,
10280,FracOXIDIZED,no gas,,3.F.1.2,Barley,Field Burning of Agricultural Residues,,,,,,,,,,,,,Fraction oxidized,E963484D-5F20-4823-B830-BC0B4F1495DE,,,
103871,FracOXIDIZED,no gas,,3.F.1.3,Maize,Field Burning of Agricultural Residues,,,,,,,,,,,,,Fraction oxidized,71B523E1-19E4-42CB-9DCB-0FB5BE9E4E47,,,
232,GE,no gas,MJ/day,3.A.1,Bulls,Enteric Fermentation,,,,,,,,,,,,Option C,Gross energy,E2B415B2-9C33-4323-822F-AADCDBB87C6D,,,
241,GE,no gas,MJ/day,3.A.1,Bulls (older than 2 years),Enteric Fermentation,,,,,,,,,,,,Option C,Gross energy,E40BA075-B1EB-4285-A370-229C36326541,,,
249,GE,no gas,MJ/day,3.A.1,Bulls under 2 years,Enteric Fermentation,,,,,,,,,,,,Option C,Gross energy,AB22B74F-055C-448B-9EEE-7504496A4933,,,
2575,GE,no gas,MJ/day,3.A.1,Calves,Enteric Fermentation,,,,,,,,,,,,Option C,Gross energy,3013FFFB-278F-46E2-90AC-2C3BB66C2099,,,
393101,GE,no gas,MJ/day,3.A.1,Cattle,Enteric Fermentation,,,,,,,,,,,,,Gross energy,EUGIRP20160202-20160204-1616.04-7XU2DS,,,
393100,GE,no gas,MJ/day,3.A.1,Dairy Cattle,Enteric Fermentation,,,,,,,,,,,,,Gross energy,323AB36B-6A46-4EDE-A81C-11235D6CB9BA,,,
54017,GE,no gas,MJ/day,3.A.1,Dairy Cows,Enteric Fermentation,,,,,,,,,,,,Option C,Gross energy,9AB33495-0016-4722-9553-C7D4D17C5A49,,,
56925,GE,no gas,MJ/day,3.A.1,Growing Cattle,Enteric Fermentation,,,,,,,,,,,,Option B,Gross energy,A9CA3B90-45C0-4371-BF99-0F7E88ED11D7,,,
6165,GE,no gas,MJ/day,3.A.1,Mature Dairy Cattle,Enteric Fermentation,,,,,,,,,,,,Option B,Gross energy,E2EF5D16-F1A5-4F8C-B399-6205154FA548,,,
69811,GE,no gas,MJ/day,3.A.1,Non-Dairy Cattle,Enteric Fermentation,,,,,,,,,,,,,Gross energy,159219B2-7E36-4B1C-8AE9-7E521FB46CB5,,,
81510,GE,no gas,MJ/day,3.A.1,Non-dairy Heifers (older than 2 years),Enteric Fermentation,,,,,,,,,,,,Option C,Gross energy,6167B118-AB86-427D-A67F-4168405292D9,,,
82410,GE,no gas,MJ/day,3.A.1,Non-dairy Young Cattle (1-2 years),Enteric Fermentation,,,,,,,,,,,,Option C,Gross energy,25D8FFF9-65C5-4414-98C0-3E4810C2EB6C,,,
83310,GE,no gas,MJ/day,3.A.1,Non-dairy Young Cattle (younger than 1 year),Enteric Fermentation,,,,,,,,,,,,Option C,Gross energy,1BEA323A-6964-4107-AAB4-EE854E25D399,,,
85111,GE,no gas,MJ/day,3.A.1,Other Cattle.Dairy cattle,Enteric Fermentation,,,,,,,,,,,,Option C,Gross energy,858534BE-1A84-4B49-BE87-7A3AD210BA18,,,
86211,GE,no gas,MJ/day,3.A.1,Other Cattle.Non-dairy cattle,Enteric Fermentation,,,,,,,,,,,,Option C,Gross energy,9CE0A2A0-F144-49C1-8479-125727C43B22,,,
87310,GE,no gas,MJ/day,3.A.1,Other cows,Enteric Fermentation,,,,,,,,,,,,Option C,Gross energy,88B4F76F-6828-4CEC-A005-38CAD1EC1353,,,
89510,GE,no gas,MJ/day,3.A.1,Other Mature Cattle,Enteric Fermentation,,,,,,,,,,,,Option B,Gross energy,629C41CC-8558-4EE0-9355-C2E7AD2385BD,,,
93010,GE,no gas,MJ/day,3.A.1,Suckler Cows,Enteric Fermentation,,,,,,,,,,,,Option C,Gross energy,A1492224-AA6E-4DEC-9074-34DC9265D7BD,,,
94010,GE,no gas,MJ/day,3.A.1,Young Cattle,Enteric Fermentation,,,,,,,,,,,,Option C,Gross energy,139836BA-766B-4214-AFB7-5CA596AFBECA,,,
103311,GE,no gas,MJ/day,3.A.2,Animals for replacement,Enteric Fermentation,,,,,,,,,,,,,Gross energy,8A81D04C-9F32-4BD7-BF76-AB7203EC289F,,,
105611,GE,no gas,MJ/day,3.A.2,Growing Lambs,Enteric Fermentation,,,,,,,,,,,,,Gross energy,23BA8304-DD86-43C6-B70E-9B7A5402C2BA,,,
107110,GE,no gas,MJ/day,3.A.2,Lambs,Enteric Fermentation,,,,,,,,,,,,,Gross energy,29443C31-AC5C-40D5-8610-C562E5901CD0,,,
109710,GE,no gas,MJ/day,3.A.2,Mature Ewes,Enteric Fermentation,,,,,,,,,,,,,Gross energy,6CF854CD-BC80-4643-BB62-B7B56CD539F7,,,
112710,GE,no gas,MJ/day,3.A.2,Other mature Sheep,Enteric Fermentation,,,,,,,,,,,,,Gross energy,A954B5F4-0CE1-448D-8CD5-BF0B006D187E,,,
1241,GE,no gas,MJ/day,3.A.2,Sheep,Enteric Fermentation,,,,,,,,,,,,,Gross energy,24FEE8FD-8FD2-4993-A984-76E295B4665B,,,
14493,GE,no gas,MJ/day,3.A.3,Boars,Enteric Fermentation,,,,,,,,,,,,,Gross energy,2CC10F89-742B-4E2A-8169-E05C39B16FAA,,,
14704,GE,no gas,MJ/day,3.A.3,Gilts in Pig,Enteric Fermentation,,,,,,,,,,,,,Gross energy,CF4F11A1-2B71-45F5-981B-D00A7A7271EB,,,
14776,GE,no gas,MJ/day,3.A.3,Gilts not yet Served,Enteric Fermentation,,,,,,,,,,,,,Gross energy,C915AB65-8DC2-4D9D-AD7B-D24AD7910AD7,,,
148810,GE,no gas,MJ/day,3.A.3,Other Sows for Breeding,Enteric Fermentation,,,,,,,,,,,,,Gross energy,6705FA82-9AC6-401A-A186-8A0D5607DF1F,,,
149910,GE,no gas,MJ/day,3.A.3,Pigs over 20 kg,Enteric Fermentation,,,,,,,,,,,,,Gross energy,0EB084DC-7620-4EC9-9D53-5675076D766D,,,
15064,GE,no gas,MJ/day,3.A.3,Pigs under 20 kg,Enteric Fermentation,,,,,,,,,,,,,Gross energy,721FA914-8251-4381-A062-2701E0FCB380,,,
1512,GE,no gas,MJ/day,3.A.3,Sows,Enteric Fermentation,,,,,,,,,,,,,Gross energy,FA51BAC2-44A8-4DAF-9F46-D14795430B3E,,,
15189,GE,no gas,MJ/day,3.A.3,Sows in Pig,Enteric Fermentation,,,,,,,,,,,,,Gross energy,8A012482-EE20-48B3-AB62-17757B7663D6,,,
1607,GE,no gas,MJ/day,3.A.3,Swine,Enteric Fermentation,,,,,,,,,,,,,Gross energy,9F61A948-DAD5-4F6D-AAB8-E94AB5B2C084,,,
189210,GE,no gas,MJ/day,3.A.4.1,Buffalo,Enteric Fermentation,,,,,,,,,,,,,Gross energy,FB4ECF8E-CE6B-4F22-82F8-7B88C4828F16,,,
19202,GE,no gas,MJ/day,3.A.4.3,Deer,Enteric Fermentation,,,,,,,,,,,,,Gross energy,956E23A3-B6FA-406E-A26B-8326801D66DF,,,
19741,GE,no gas,MJ/day,3.A.4.4,Goats,Enteric Fermentation,,,,,,,,,,,,,Gross energy,48A0F6DB-5DE8-4434-902C-097579E993F2,,,
20914,GE,no gas,MJ/day,3.A.4.5,Horses,Enteric Fermentation,,,,,,,,,,,,,Gross energy,DDB8BAB2-210E-40EB-AFC3-C9665AE88686,,,
218210,GE,no gas,MJ/day,3.A.4.6,Mules and Asses,Enteric Fermentation,,,,,,,,,,,,,Gross energy,4D2F8932-20FE-4F1E-9DA3-9DFF3AEB4BBC,,,
222410,GE,no gas,MJ/day,3.A.4.7,Poultry,Enteric Fermentation,,,,,,,,,,,,,Gross energy,602F15B4-77A2-4F2C-87FD-19736184C34F,,,
23253,GE,no gas,MJ/day,3.A.4.8.1,Rabbit,Enteric Fermentation,,,,,,,,,,,,,Gross energy,F95F9E11-6CDA-4079-82FF-AD91482E2E10,,,
2363,GE,no gas,MJ/day,3.A.4.8.3,Ostrich,Enteric Fermentation,,,,,,,,,,,,,Gross energy,E68EF0DE-2062-4196-A635-2F757DDF2944,,,
23956,GE,no gas,MJ/day,3.A.4.8.5,Other Other Other Livestock,Enteric Fermentation,,,,,,,,,,,,,Gross energy,F97CF8A9-6AB7-40E2-AC5F-3A60F3A125BC,,,
233,GEav,no gas,MJ/head/day,3.A.1,Bulls,Enteric Fermentation,,,,,,,,,,,,Option C,Average gross energy intake,5957AF80-1CF1-43F5-9163-CBD8DAEB9C60,,,
242,GEav,no gas,MJ/head/day,3.A.1,Bulls (older than 2 years),Enteric Fermentation,,,,,,,,,,,,Option C,Average gross energy intake,67B43A66-18E2-47BD-AF5A-B018E49EF52B,,,
250,GEav,no gas,MJ/head/day,3.A.1,Bulls under 2 years,Enteric Fermentation,,,,,,,,,,,,Option C,Average gross energy intake,66BF6215-FE3C-48E1-8C2E-299C27068D73,,,
258,GEav,no gas,MJ/head/day,3.A.1,Calves,Enteric Fermentation,,,,,,,,,,,,Option C,Average gross energy intake,CB0AC65B-DD6B-4DC3-95BD-1A6589AA7CD9,,,
409110,GEav,no gas,MJ/head/day,3.A.1,Cattle,Enteric Fermentation,,,,,,,,,,,,,Average gross energy intake,EUGIRP20160202-20160204-1616.06-ygeQnP,,,
4094,GEav,no gas,MJ/head/day,3.A.1,Dairy Cattle,Enteric Fermentation,,,,,,,,,,,,,Average gross energy intake,BAF53F48-1E8B-4161-A49C-6F6788E4C95D,,,
54239,GEav,no gas,MJ/head/day,3.A.1,Dairy Cows,Enteric Fermentation,,,,,,,,,,,,Option C,Average gross energy intake,7253A4DA-DD83-4E10-9681-B38B4A88FBA0,,,
575,GEav,no gas,MJ/head/day,3.A.1,Growing Cattle,Enteric Fermentation,,,,,,,,,,,,Option B,Average gross energy intake,662CA85F-1EF9-4A05-9298-A574BEEF962E,,,
623100,GEav,no gas,MJ/head/day,3.A.1,Mature Dairy Cattle,Enteric Fermentation,,,,,,,,,,,,Option B,Average gross energy intake,D64197A1-2C18-41AC-8C1C-83D45C585FC5,,,
7167,GEav,no gas,MJ/head/day,3.A.1,Non-Dairy Cattle,Enteric Fermentation,,,,,,,,,,,,,Average gross energy intake,2BCA0FBE-AF1A-40A2-92DE-DABC4EC33F35,,,
81610,GEav,no gas,MJ/head/day,3.A.1,Non-dairy Heifers (older than 2 years),Enteric Fermentation,,,,,,,,,,,,Option C,Average gross energy intake,D126D91E-BF25-45E0-A12A-53E3FD4299A0,,,
82510,GEav,no gas,MJ/head/day,3.A.1,Non-dairy Young Cattle (1-2 years),Enteric Fermentation,,,,,,,,,,,,Option C,Average gross energy intake,E06A0BC0-7B5C-47B6-8CA5-D8389441C1BC,,,
83410,GEav,no gas,MJ/head/day,3.A.1,Non-dairy Young Cattle (younger than 1 year),Enteric Fermentation,,,,,,,,,,,,Option C,Average gross energy intake,727B74B7-E5D6-4B99-9735-3493EB505329,,,
852,GEav,no gas,MJ/head/day,3.A.1,Other Cattle.Dairy cattle,Enteric Fermentation,,,,,,,,,,,,Option C,Average gross energy intake,CF95101C-0E4E-45E8-A922-8FC42D31D6A3,,,
86311,GEav,no gas,MJ/head/day,3.A.1,Other Cattle.Non-dairy cattle,Enteric Fermentation,,,,,,,,,,,,Option C,Average gross energy intake,96C5DCDB-93C5-4289-A732-4D2CFB7A32B0,,,
874,GEav,no gas,MJ/head/day,3.A.1,Other cows,Enteric Fermentation,,,,,,,,,,,,Option C,Average gross energy intake,1CE7C174-6644-4489-9E52-733F6DFD9272,,,
89910,GEav,no gas,MJ/head/day,3.A.1,Other Mature Cattle,Enteric Fermentation,,,,,,,,,,,,Option B,Average gross energy intake,779C0FD9-4994-480C-95F2-32E6629F455B,,,
93110,GEav,no gas,MJ/head/day,3.A.1,Suckler Cows,Enteric Fermentation,,,,,,,,,,,,Option C,Average gross energy intake,79E283B3-FC16-4E30-B376-E3BCFB32F5D3,,,
94110,GEav,no gas,MJ/head/day,3.A.1,Young Cattle,Enteric Fermentation,,,,,,,,,,,,Option C,Average gross energy intake,9048B75B-7420-4A45-A58B-7D4D18A851D5,,,
103411,GEav,no gas,MJ/head/day,3.A.2,Animals for replacement,Enteric Fermentation,,,,,,,,,,20,Table A.4,,Average gross energy intake,AA722029-E587-4FB0-8D22-FF2314827B66,,,
104011,GEav,no gas,MJ/head/day,3.A.2,Ewes lowland,Enteric Fermentation,,,,,,,,,,20,Table A.4,,Average gross energy intake,841FB324-8345-4839-B808-66C40714F41E,,,
104610,GEav,no gas,MJ/head/day,3.A.2,Ewes upland,Enteric Fermentation,,,,,,,,,,20,Table A.4,,Average gross energy intake,FF15ACBE-4928-4BF3-86E3-CBDDC0FA4A3A,,,
105911,GEav,no gas,MJ/head/day,3.A.2,Growing Lambs,Enteric Fermentation,,,,,,,,,,20,Table A.4,,Average gross energy intake,0610ADD8-F365-4B2A-AE3A-6B1190DF6982,,,
107210,GEav,no gas,MJ/head/day,3.A.2,Lambs,Enteric Fermentation,,,,,,,,,,20,Table A.4,,Average gross energy intake,11D2013B-A4FF-4F70-8506-F9750C51341E,,,
107810,GEav,no gas,MJ/head/day,3.A.2,Lambs Lowland,Enteric Fermentation,,,,,,,,,,20,Table A.4,,Average gross energy intake,3A697555-47E8-430A-923C-2B6D68637E32,,,
108410,GEav,no gas,MJ/head/day,3.A.2,Lambs Upland,Enteric Fermentation,,,,,,,,,,20,Table A.4,,Average gross energy intake,910EBD62-D3F0-4F68-8DA8-593ACE3E7959,,,
10994,GEav,no gas,MJ/head/day,3.A.2,Mature Ewes,Enteric Fermentation,,,,,,,,,,20,Table A.4,,Average gross energy intake,45F81E94-6645-4090-A4F4-C8B8A3E7EE35,,,
11281,GEav,no gas,MJ/head/day,3.A.2,Other mature Sheep,Enteric Fermentation,,,,,,,,,,20,Table A.4,,Average gross energy intake,8D285319-6BE0-44D1-87D2-6AADEEA2DAE6,,,
11442,GEav,no gas,MJ/head/day,3.A.2,Rams lowland,Enteric Fermentation,,,,,,,,,,20,Table A.4,,Average gross energy intake,FFE8199B-1E94-420D-8BFF-B04EF59B6D40,,,
11505,GEav,no gas,MJ/head/day,3.A.2,Rams Upland,Enteric Fermentation,,,,,,,,,,20,Table A.4,,Average gross energy intake,C5F6D57C-FD81-427A-B6A3-844E3F9E6161,,,
1253,GEav,no gas,MJ/head/day,3.A.2,Sheep,Enteric Fermentation,,,,,,,,,,20,Table A.4,,Average gross energy intake,6E5C3B29-B687-4E88-BB13-951FC6CF4477,,,
14326,GEav,no gas,MJ/head/day,3.A.2,Sheep over 1yr Lowland,Enteric Fermentation,,,,,,,,,,20,Table A.4,,Average gross energy intake,C6639F71-858C-4DC3-AD0F-DB4E8AC07E5D,,,
14382,GEav,no gas,MJ/head/day,3.A.2,Sheep over 1yr Upland,Enteric Fermentation,,,,,,,,,,20,Table A.4,,Average gross energy intake,B24DC480-29B0-40EF-9514-62A4A4CC76B7,,,
145010,GEav,no gas,MJ/head/day,3.A.3,Boars,Enteric Fermentation,,,,,,,,,,38,Table A.4,,Average gross energy intake,E1D0D9AD-A01E-4840-BAA3-8F8814A90B27,,,
147110,GEav,no gas,MJ/head/day,3.A.3,Gilts in Pig,Enteric Fermentation,,,,,,,,,,38,Table A.4,,Average gross energy intake,A1F6672E-E0AC-4C27-9305-6B60B2A6BFEF,,,
14784,GEav,no gas,MJ/head/day,3.A.3,Gilts not yet Served,Enteric Fermentation,,,,,,,,,,38,Table A.4,,Average gross energy intake,ACCAA036-22CF-475D-B943-07C6DE8B7291,,,
148910,GEav,no gas,MJ/head/day,3.A.3,Other Sows for Breeding,Enteric Fermentation,,,,,,,,,,38,Table A.4,,Average gross energy intake,730157CB-4251-47CE-9BF1-698807DFB950,,,
149410,GEav,no gas,MJ/head/day,3.A.3,Piglets,Enteric Fermentation,,,,,,,,,,38,Table A.4,,Average gross energy intake,9123C741-9DC4-45A0-82BF-EE44BE3E7BEE,,,
150010,GEav,no gas,MJ/head/day,3.A.3,Pigs over 20 kg,Enteric Fermentation,,,,,,,,,,38,Table A.4,,Average gross energy intake,02116CDC-9023-43F1-A5B0-B0D8587296ED,,,
15078,GEav,no gas,MJ/head/day,3.A.3,Pigs under 20 kg,Enteric Fermentation,,,,,,,,,,38,Table A.4,,Average gross energy intake,20FDE0F7-54EC-431F-8984-FCE34773FBF2,,,
1513,GEav,no gas,MJ/head/day,3.A.3,Sows,Enteric Fermentation,,,,,,,,,,38,Table A.4,,Average gross energy intake,37FF8290-0DF8-4BE0-B4EC-75827B8809C8,,,
15199,GEav,no gas,MJ/head/day,3.A.3,Sows in Pig,Enteric Fermentation,,,,,,,,,,38,Table A.4,,Average gross energy intake,4994A916-540A-4523-92F2-1C347C622079,,,
16204,GEav,no gas,MJ/head/day,3.A.3,Swine,Enteric Fermentation,,,,,,,,,,38,Table A.4,,Average gross energy intake,C59149D0-AEDC-40E8-8262-97ED90451760,,,
18944,GEav,no gas,MJ/head/day,3.A.4.1,Buffalo,Enteric Fermentation,,,,,,,,,,119,Table B.2,,Average gross energy intake,ADC21AE5-709B-4374-AAD6-89E6133AE1D9,,,
19216,GEav,no gas,MJ/head/day,3.A.4.3,Deer,Enteric Fermentation,,,,,,,,,,,,,Average gross energy intake,916AF9DD-22B3-4E0E-9305-EAF59F483C6E,,,
198210,GEav,no gas,MJ/head/day,3.A.4.4,Goats,Enteric Fermentation,,,,,,,,,,14,Table A.4,,Average gross energy intake,17BA4C3B-AA2B-4B1C-AA14-D19D915F75E5,,,
20982,GEav,no gas,MJ/head/day,3.A.4.5,Horses,Enteric Fermentation,,,,,,,,,,110,Table A.4,,Average gross energy intake,746B9F9B-5241-4A4D-99F9-68F91296E16C,,,
218610,GEav,no gas,MJ/head/day,3.A.4.6,Mules and Asses,Enteric Fermentation,,,,,,,,,,60,Table A.4,,Average gross energy intake,E3C6BA9F-19B6-4362-A54D-0646A1DADDD5,,,
223010,GEav,no gas,MJ/head/day,3.A.4.7,Poultry,Enteric Fermentation,,,,,,,,,,,,,Average gross energy intake,DCB8E221-25AE-4CE9-AC42-E1272A425B98,,,
232710,GEav,no gas,MJ/head/day,3.A.4.8.1,Rabbit,Enteric Fermentation,,,,,,,,,,,,,Average gross energy intake,BC6FCBD3-1A81-46D0-9D25-10406A5CBDFB,,,
